Artifact Number,Unit,Depth,Level,Material,Variety of Material,Type of Ware,Provenance,Period,Form,Vessel Part,Number of Pieces,Weight,Length,Width,Thickness,Thickness of base (complete profile),Height of foot rim,Thickness (foot rim),Diameter,MNV,Color Exterior Earthenware (Munsell),Color Interior Earthenware (Munsell),Color Profile Earthenware (Munsell),Remarks,Excavation Date
STABW322,3000,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,8,4.6,2.5,0.4,,,,,,,,,Middle Ming. Unknown design with 2 blue lines just below the unknown design.,
STABW323,3000,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,5,2.9,2.6,0.7,,,,,,,,,Late Ming. Nearing the foot/base of the vessel. The design on the sherd resembles a flower and a leaf. There is also a thick blue line nearing the top of the sherd.,
STABW324,3000,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,2,2.2,2,0.4,,,,,,,,,Yuan. No visible design on the sherd except a small blue dot on the corner of the sherd.,
STABW325,5002,60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,1,1.7,0.6,0.4,,,,,,,,,Late Ming. Only one blue dot is visible on the corner of the sherd.,
STABW326,G21-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Cup,Body,1,1,1.3,1.3,0.2,,,,,,,,,Ming. Exterior- a single parallel line followed by what appears to be pointed leaves from a leaf vine. Interior- One blue dot at the edge of the sherd.,
STABW327,F21-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Body,1,2,2.6,2,0.2,,,,,,,,,Late Ming (16th to 17th Century) Interior- Unknown design comprising of a thick blue line and a patch of blue at the corner of the sherd.,
STABW328,G21-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Rim,1,2,1.8,1.5,0.2,,,,19,,,,,Ming. Everted Rim. Exterior- Parallel lines near the edge of the rim followed by a patch of blue from an unknown design. Interior- The edge of the rim is painted,
STABW329,25,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Plate,Body,1,1,1.3,0.8,0.3,,,,,,,,,Ming. Exterior- Double parallel lines. Interior- Unknown design that appears to look like a floral scroll,
STABW330,25,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Plate,Body,1,1,1.1,0.8,0.3,,,,,,,,,Ming. Exterior- Double parallel lines. Interior- Unknown design but appears to be the corner of a petal panel frame.,
STABW331,14,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,1,1.8,1.3,0.2,,,,,,,,,Late Ming. No visible design on both sides of the sherd except faint traces of blue.,
STABW332,14,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,1,1,0.9,0.3,,,,,,,,,Late Ming. Could be part of a vine?,
STABW333,36,30-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,1,1.2,0.9,0.4,,,,,,,,,Yuan. Traces of blue on the surface of the sherd. Design is not clear.,
STABW334,1005B,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Jar,Body,1,4,2.8,2.1,0.3,,,,,,,,,Middle Ming. Interior- Classic scroll along the edge of the rim. Exterior- Unknown design that resembles a dragon?,
STABW335,1005B,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Jar,Body,1,2,2.2,1.6,0.3,,,,,,,,,Ming. Exterior- The sherd appears to look like it is part of a petal panel frame with a cloud design within.,
STABW336,1005B,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,2,2.3,1.2,0.3,,,,,,,,,Ming. Exterior- Double parallel lines. Interior- Unknown design.,
STABW337,1005B,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century,Bowl,Body,1,1,1.4,1.3,0.3,,,,,,,,,Ming. Exterior- Part of a petal panel framing a cloud motif,
STABW338,1005B,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Jar,Body,1,1,1.6,0.9,0.3,,,,,,,,,Ming. Similar design on the interior and exterior of the sherd with curved lines.,
STABW339,L20-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Rim,1,1,1.1,0.8,0.2,,,,11,,,,,Yuan/Early Ming. Everted Rim. Exterior- Part of the petal of a flower. Interior- Faint parallel line along the edge of the rim with a curved blue line painted on top of that.,
STABW340,77,20-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,2.1,1.1,0.4,,,,,,,,,Ming. Exterior- a short curved line that resembles the start of a vine. Interior- A thin blue curved line across the body of the sherd.,
STABW341,1004A,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Rim,1,1,1.1,1.1,0.4,,,,16,,,,,Ming. Straight Rim. No clear design on both the interior and exterior of the sherd.,
STABW342,76,40-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jarlet,Body,1,6,3,2.5,0.4,,,,,,,,,Yuan. Exterior- A vertical row of triangular patterns and the petals of a floral motif.,
STABW343,76,40-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,5,3.2,1.9,0.5,,,,,,,,,Late Ming. Exterior- Part of a leaf or plant,
STABW344,76,40-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,2,1.8,1.5,0.3,,,,,,,,,Ming. Interior- Part of a vine. Exterior- Could be part of a petal panel.,
STABW345,76,40-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,2,2.2,1.6,0.3,,,,,,,,,Late Ming. Exterior- Vertical brush strokes,
STABW346,76,40-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,3,3.4,2.6,0.4,,,,,,,,,Middle Ming. Part of leaves on the body of the sherd.,
STABW347,76,40-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Body,1,3,1.8,1.4,0.6,,,,,,,,,Late Ming. Interior- Looks like a part of a landscape with short grass and plants,
STABW348,76,40-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Body,1,1,1.7,1.2,0.5,,,,,,,,,Late Ming. Interior- Single blue line followed by a few patches of blue.,
STABW349,54,Level 1,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.2,1,0.2,,,,,,,,,Ming. Interior- small blue dot at the edge of the sherd.,
STABW350,NWT1-1A,30-60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.5,0.8,0.2,,,,,,,,,Ming. Unknown design on the interior and exterior of the sherd.,
STABW351,D22-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.1,0.7,0.6,,,,,,,,,Ming. Could be part of the foot of a base. The design is unknown.,
STABW352,NWT1-3B,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,2,2.4,2.2,0.3,,,,13,,,,,Yuan. Inverted Rim. Exterior- Double parallel line nearing the edge of the rim followed by a vine with Chrysanthemum and leaves. Interior- A classic scroll enclosed in a band of single lines.,
STABW353,NWT1-3B,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Cup,Rim,1,2,2.7,1.9,0.2,,,,14,,,,,Ming. Unknown Design.,
STABW354,NWT1-3B,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Cup,Rim,1,1,1.1,1,0.2,,,,12,,,,,Late Ming. Inverted Rim. Exterior- Light blue patch nearing the edge of the rim. Interior- Part of a classic scroll or vine along the edge of the rim,
STABW355,NWT1-3B,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Rim,1,1,1.3,0.9,0.2,,,,11,,,,,Yuan/Early Ming. Inverted Rim. Exterior- A single line followed by a floral vine. Interior- Classic scroll enclosed within a band of single lines.,
STABW356,1004B,30-60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,2,3,2.4,0.3,,,,15,,,,,Late Ming. Straight Rim. The decoration appears to be depicting a landscape scene.,
STABW357,1004B,30-60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,3,3,2.7,0.3,,,,15,,,,,Late Ming. Straight Rim. The decoration appears to be depicting a landscape scene. (From the same vessel as the previous sherd).,
STABW358,11,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Plate,Body,1,2,2.5,1.2,0.3,,,,,,,,,Ming. Design Unknown mostly on the interior of the sherd.,
STABW359,11,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,2,1.7,1.5,0.4,,,,,,,,,Ming to Late Ming. Depictionof a house on the body of the sherd.,
STABW360,G16-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,3,2.7,1.9,0.2,,,,,,,,,Yuan. Exterior- Leaf and grape vine which is probably within a band of single parallel lines. Interior- Classic scroll within a band of single parallel lines.,
STABW361,34,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,3,3.1,2.3,0.2,,,,13,,,,,Ming. Everted Rim. Exterior- Complex vine made up of leaves and flowers within a band of parallel lines. Interior- Classic scroll within a band of thick parallel lines.,
STABW362,25,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Cup,Rim,1,1,1.2,0.8,0.2,,,,12,,,,,Ming. Everted Rim. Interior- Swirl design. Exterior- Design not clear but it comprises of a stroke of blue and an unknown design below,
STABW363,G17-4,50-115,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Rim,1,2,2.4,1.8,0.3,,,,25,,,,,Late Ming (16th to 17th Century). Straight Rim. Exterior- There is a thick layer of blue painted near the rim.,
STABW364,G22-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Rim,1,2,2.1,2,0.2,,,,16,,,,,Early Ming. Everted Rim.  Exterior- Thick blue stroke of paint near the edge of the rim followed by a floral design? Interior- Cloud schools within a band of single lines.,
STABW365,3002A,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,1,1.6,1.5,0.3,,,,,,,,,Late Ming. Unknown Design.,
STABW366,E22-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,1,1.1,0.8,0.3,,,,,,,,,Late Ming. Unknown Design.,
STABW367,1004B,60-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,4,2.5,1.5,0.8,,,,,,,,,Ming. Exterior- Traces of blue but design unclear.,
STABW368,1004B,60-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,2,2.8,1.1,0.4,,,,,,,,,Ming. Exterior- line that could be part of a vine. Interior- leaf vine,
STABW369,1003A,30-60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Plate,Body,1,1,1.2,1.1,0.3,,,,,,,,,Yuan/Early Ming. Traces of blue but design unclear.,
STABW370,F20-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.4,0.8,0.2,,,,,,,,,Ming. Surface of the sherd appears to be painted in blue but much of the blue appears to have faded.,
STABW371,F20-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.7,1,0.3,,,,,,,,,Ming. Exterior- Only a faint blue line visible on the surface of the sherd. Interior- A double blue line across the surface of the sherd.,
STABW372,36,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jar,Body,1,14,4.4,3.3,0.7,,,,,,,,,Late Yuan. Exterior- The design appears to be part of a petal panel frame.,
STABW373,E21-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century,Bowl,Body,1,1,1,1,0.3,,,,,,,,,Late Ming (16th C). Exterior- Vertical brush strokes potentially banded within parallel lines.,
STABW374,H19-2,30-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,1,1.5,1.1,0.2,,,,,,,,,Late Yuan/Early Ming. Glaze has largely deteriorated on both sides. Exterior- Potentially part of leaves,
STABW375,32,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Rim,1,1,1.2,0.9,0.2,,,,20,,,,,Ming. Inverted rim. No distinct design on both interior and exterior- minimal traces of blue.,
STABW376,2012,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Rim,1,2,2.2,1.5,0.2,,,,10,,,,,Late Yuan/Early Ming. Everted Rim. Exterior- Sharp pointed leaf that could be part of a leaf vine. Interior- Classic scroll banded within parallel lines.,
STABW377,1009,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Cup,Rim,1,1,1.2,1.1,0.1,,,,10,,,,,Ming. Inverted Rim. Exterior- A faint single line followed by what appears to look like a leaf. Interior- Only a single line visible.,
STABW378,H19-4,50-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,2,2,1.3,0.3,,,,,,,,,Ming. Design not visible.,
STABW379,H19-4,50-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,2,1.9,1.5,0.3,,,,,,,,,Ming. Exterior- Design not visible.,
STABW380,H19-4,50-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Jar,Body,1,2,2.8,1.1,0.3,,,,,,,,,Ming. Exterior- Double parallel lines at the top part of the sherd. Unglazed in the interior.,
STABW381,Salvage,,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Rim & Base (complete profile),1,16,6.1,4.2,0.4,,,,,,,,,Late Ming. Scallop foliated rim. A panel of circular scrolls on the flat of the rim. In the middle of the plate are pointed leves and wavy swirly lines. On the exterior: partial glaze down to halfway down the cavetto. Bottom of the base is unglazed and flat. Elliptical plate.,
STABW382,G17-4,50-115,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.2,1,0.3,,,,,,,,,Ming. The glaze has largely deteriorated. Only a double line visible on one side of the sherd.,
STABW383,25,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Rim,1,1,1.5,1.3,0.2,,,,20,,,,,Ming. Everted Rim. Exterior- The lip of the vessel is painted blue followed by an unknown design on the surface. Interior- There is a double line close to the lip of the vessel followed by a classic scroll.,
STABW384,F19-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,1,1.7,1.4,0.4,,,,,,,,,Late Ming. Exterior- A thick single line followed by possibly a floral motif.,
STABW385,17,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Rim,1,1,1.5,0.7,0.3,,,,17,,,,,Ming. Straight Rim. Interior- Diagonal lines visible on the surface of the sherd. Exterior- A single blue line visible on the surface of the sherd.,
STABW386,F21-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.2,1.2,0.3,,,,,,,,,Ming. Exterior- Patch of blue on the sherd no visible design.,
STABW387,E17-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,2,1.2,1,0.7,,,,,,,,,Ming. Exterior- No visible design.,
STABW388,E17-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.3,1,0.4,,,,,,,,,Ming. Exterior- Design unknown; Interior- Could be petals of a floral motif.,
STABW389,E17-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,0.7,0.7,0.5,,,,,,,,,Ming. Exterior- A single blue line visible. Interior- A patch of blue visible,
STABW390,G19-4,30-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1,0.8,0.3,,,,,,,,,Ming. Exterior- A single blue line followed by a dark patch of blue.,
STABW391,17,Unknown,1 2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,5,3.2,2.4,0.4,,,,,,,,,Late Ming. Exterior- Floral motifs of peonies and a tulip. Interior- Part of a frame followed by an unknown design.,
STABW392,17,Unknown,1 2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,2,1.8,1.3,0.4,,,,,,,,,Ming. Interior- Floral and leaf sprays. Exterior- Part of a vine.,
STABW393,63,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Rim,1,2,2.2,2,0.2,,,,7,,,,,Late Yuan/Early Ming Inverted Rim. Exterior- Leaf vine. Interior- scroll with swirl patterns.,
STABW394,76,40-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Rim,1,3,3.6,2,0.3,,,,12.5,,,,,Middle Ming. Straight rim. Interior- a thin blue line parallel to the edge of the rim. Exterior- double blue line followed by an unknown design.,
STABW395,Salvage,,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Rim,1,5,4.7,2.6,0.3,,,,,,,,,Late Ming. Scallop foliated rim with a row of scrolls on the surface of the rim.,
STABW397,1B,30,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Rim,1,2,2.9,1.6,0.2,,,,22,,,,,Middle Ming. Unknown design.,
STABW398,60,30-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,8,3.2,2.7,0.5,,,,,,,,,Middle Ming. Thick double blue lines followed by cloud patterns.  | Form: Large bowl,
STABW399,H20-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Body,1,2,1.8,1.4,0.4,,,,,,,,,Late Ming. Zig-zag patterns that appear to look like roof tiles of a house. Part of a petal or plant is also evident.,
STABW400,H20-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Vase,Body,1,2,2,1.8,0.3,,,,,,,,,Ming. Exterior- Patches of blue but design unknown.,
STABW401,H20-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Unknown,Body,1,2,2.9,1.7,0.4,,,,,,,,,Ming. Interior- unglazed. Exterior- 2 patches of blue but design unknown,
STABW402,H20-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jar,Body,1,1,1.9,1.6,0.3,,,,,,,,,Yuan. Interior unglazed. Exterior- Could be part of a vine.,
STABW403,H20-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.2,1.1,0.2,,,,,,,,,Ming. Exterior- Patch of blue but design unknown.,
STABW404,H16-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,1,1.1,0.7,0.3,,,,,,,,,Late Yuan/Early Ming. Interior- part of a floral spray. Exterior- Could be part of a floral motif.,
STABW405,5000,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,1,1.3,1.1,0.3,,,,,,,,,Late Yuan/Early Ming. Exterior- One brush stroke of blue on the surface of the sherd.,
STABW406,5000,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.5,1.4,0.4,,,,,,,,,Ming. Exterior- Design unknown.,
STABW407,5000,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1,0.8,0.4,,,,,,,,,Ming. Exterior- Design unknown.,
STABW408,H20-2,50-70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.3,0.5,0.3,,,,,,,,,Ming. Exterior- Part of a double parallel line can be seen on the sherd and a curved patch of blue of an unknown design.,
STABW409,E17-1,50-70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,3,3.1,2.6,0.2,,,,7,,,,,Yuan. Interior- Double blue lines. Exterior- Leaf and floral vine.,
STABW410,82,50-60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Rim,1,1,1.3,0.9,0.1,,,,8,,,,,Late Yuan/Early Ming. Exterior- Thick single line followed by a classic scroll design. Interior- Thick blue lines.,
STABW411,49,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,9,5,2.8,0.4,,,,20,,,,,Yuan. Everted Rim. Interior- Classic scroll baned within parallel lines. Following that is another single line. Exterior- A single line followed by a leaf vine.,
STABW412,42,Unknown,3 4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,9,4.8,2.9,0.6,,,,,,,,,Yuan. Exterior- Framed design with floral motifs and cloud designs within.,
STABW413,1004A NWT1-4A,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,6,3.8,2.7,0.3,,,,18,,,,,Yuan. Everted Rim. Interior- Classic scroll banded within parallel lines. Followng that is a single line. Exterior- Leaf vine banded within single parallel lines. Following that are two parallel lines that could be part of the frame of a petal panel with a cloud design within.,
STABW414,H18-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,8,4.5,2.6,0.5,,,,,,,,,Yuan. Exterior- Cloud design within a petal panel frame.,
STABW415,H18-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,1,1.5,0.9,0.3,,,,,,,,,Yuan. Exterior- Could be part of a leaf vine. Interior- Two blue lines visible on the surface of the sherd.,
STABW416,11A,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Vase,Body,1,21,7.7,4.6,0.3,,,,,,,,,Yuan. Repetitive lotus panels followed by a double line. There is a gap before another pair of lines. Following that is an elaborate vine  with blackberries and leaves.,
STABW417,5,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Rim,1,3,3.4,2.1,0.3,,,,15.5,,,,,Early Ming. Everted Rim. Exterior- A single blue line followed by a lotus flower. Interior- Classic Scroll.,
STABW418,5,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,1,1.8,1,0.3,,,,17,,,,,Yuan. Interior- A single blue line. Exterior- Design unclear.,
STABW419,2011,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Cup,Rim,1,2,2.7,1.9,0.1,,,,9,,,,,Middle Ming. Everted Rim. Interior- Classic scroll. Exterior- Leaf vine.,
STABW420,G18-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jarlet,Body,1,7,4.2,3.1,0.3,,,,,,,,,Yuan. Exterior- Double parallel lines followed by a leaf spray and a thick single line.,
STABW421,G20-2,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,3,3.7,1.7,0.2,,,,,,,,,Early Ming. Exterior- Leaf vine followed by double lines. Interior- Two blue lines.,
STABW422,16,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Bowl,Rim,1,5,4.6,3.3,0.3,,,,14,,,,,Yuan/Ming. Interior- A vine made up of leaves blackberries and a chrysanthemum flower with a fine mesh in the centre. The vine is banded with two lines. After the band there is a single blue line. Exterior- Petal panel frame with a cloud motif in the centre and a blue dot that could symbolise a pearl.,
STABW423,D18-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Base,1,36,8.4,4.5,0.5,,,,,,,,,Late Ming. Free brush strokes. Beige brown clay. 16th-17th century. Interior- Depiction of a natural landscape with vines of pointed leaves and floral motifs,
STABW424,13,19-46,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,3,3.1,1.8,0.3,,,,,,,,,Yuan. Exterior- A leaf vine within a band of parallel lines. Following that is a single line and a swirl that could be part of a vine. Interior- Clasic scroll followed by two thick blue lines.,
STABW425,13,19-46,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,3,3.5,2,0.2,,,,,,,,,Yuan. Exterior- Chrysanthemum flower that is part of a vine of blackberries leaves and flowers. Interior- 2 faint double lines visible.,
STABW426,13,19-46,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,1.4,1.2,0.3,,,,,,,,,Ming. Unknown design,
STABW427,54,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jarlet,Body,1,2,3.1,2.2,0.3,,,,,,,,,Yuan. Floral motifs followed by a single line and part of a classic scroll,
STABW428,3000,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,9,3.8,3.4,0.4,,,,16,,,,,Late Ming (1600-1700). Slight inverted rim. Interior: bridge cloud and lake - landscape. Exterior -depiction of a hilly landscape? or some other decorated chain or band?,
STABW429,D18-1,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,2,3.3,1.8,0.2,,,,17,,,,,Yuan. Everted Rim. Interior- Classic scroll followed by a thick line. Exterior- Floral Scroll.,
